0,31-MAY-18,511020,34,33531400,-765233667,986,3171,261,5445120516,2018-05-31 00:00:00,1006
0,31-MAY-18,511020,449,33489800,-765238417,986,3171,261,5445120851,2018-05-31 00:00:28,1006
0,31-MAY-18,511020,861,33455750,-765242200,986,3171,261,5445121202,2018-05-31 00:00:57,1006
0,31-MAY-18,511020,1023,33449567,-765241100,986,3171,261,5445121552,2018-05-31 00:01:27,1006
0,31-MAY-18,511020,1348,33479050,-765239633,986,3171,261,5445121859,2018-05-31 00:01:56,1006
0,31-MAY-18,511020,1651,33510167,-765234333,986,3171,261,5445122136,2018-05-31 00:02:20,1006
0,31-MAY-18,511020,14,33536033,-765232933,986,3171,261,5445122379,2018-05-31 00:02:41,1006
0,31-MAY-18,511021,21,33537150,-765232933,986,3171,261,5445122433,2018-05-31 00:02:45,1006
0,31-MAY-18,511021,31,33540350,-765233133,986,3171,261,5445122451,2018-05-31 00:02:46,1006
0,31-MAY-18,511021,190,33543617,-765219933,986,3171,261,5445122782,2018-05-31 00:03:15,1006
0,31-MAY-18,511021,233,33543450,-765215467,986,3171,261,5445122895,2018-05-31 00:03:25,1006
0,31-MAY-18,511385,-1,33542400,-765206000,986,3171,261,5445123097,2018-05-31 00:03:42,1006
0,31-MAY-18,511385,31,33543150,-765203167,986,3171,261,5445123165,2018-05-31 00:03:49,1006
0,31-MAY-18,511385,44,33545300,-765202883,986,3171,261,5445123221,2018-05-31 00:03:54,1006
0,31-MAY-18,511385,32,33547267,-765202750,986,3171,261,5445123272,2018-05-31 00:03:58,1006
0,31-MAY-18,511387,-1,33560217,-765202733,986,3171,261,5445123487,2018-05-31 00:04:19,1006
0,31-MAY-18,511387,1,33562000,-765202700,986,3171,261,5445123490,2018-05-31 00:04:19,1006
0,31-MAY-18,511387,31,33565217,-765202850,986,3171,261,5445123578,2018-05-31 00:04:26,1006
0,31-MAY-18,511386,5,33581650,-765202583,986,3171,261,5445123755,2018-05-31 00:04:43,1006
0,31-MAY-18,511387,169,33580783,-765202617,986,3171,261,5445123754,2018-05-31 00:04:43,1006
0,31-MAY-18,511386,31,33587767,-765203017,986,3171,261,5445123944,2018-05-31 00:05:01,1006
0,31-MAY-18,511386,149,33589517,-765213667,986,3171,261,5445124194,2018-05-31 00:05:24,1006
0,31-MAY-18,511162,-1,33590483,-765232667,986,3171,261,5445124495,2018-05-31 00:05:52,1006
0,31-MAY-18,511386,410,33590550,-765233283,986,3171,261,5445124505,2018-05-31 00:05:53,1006
0,31-MAY-18,511162,-1,33590700,-765235633,986,3171,261,5445124548,2018-05-31 00:05:57,1006
0,31-MAY-18,511162,20,33591833,-765239033,986,3171,261,5445124653,2018-05-31 00:06:07,1006
0,31-MAY-18,511162,263,33613500,-765242050,986,3171,261,5445124971,2018-05-31 00:06:37,1006
0,31-MAY-18,511162,593,33646750,-765245100,986,3171,261,5445125251,2018-05-31 00:07:05,1006
0,31-MAY-18,511162,882,33668483,-765251833,986,3171,261,5445125536,2018-05-31 00:07:34,1006
0,31-MAY-18,511162,972,33673533,-765255850,986,3171,261,5445125819,2018-05-31 00:08:04,1006
0,31-MAY-18,511162,1096,33663250,-765262483,986,3171,261,5445126105,2018-05-31 00:08:32,1006
0,31-MAY-18,511162,1297,33663750,-765278250,986,3171,261,5445126381,2018-05-31 00:09:01,1006
0,31-MAY-18,502302,2,33668817,-765285283,986,3171,261,5445126569,2018-05-31 00:09:22,1006
0,31-MAY-18,502302,2,33668817,-765285283,986,3171,261,5445126572,2018-05-31 00:09:22,1006
0,31-MAY-18,502302,72,33672850,-765294817,986,3171,261,5445126908,2018-05-31 00:09:56,1006
0,31-MAY-18,502302,5,33670167,-765293567,986,3171,261,5445127213,2018-05-31 00:10:27,1006
0,31-MAY-18,502302,5,33670133,-765293500,986,3171,261,5445127505,2018-05-31 00:10:59,1006
0,31-MAY-18,502302,-1,33670133,-765293483,986,3171,9988,5445127574,2018-05-31 00:11:05,1006
0,31-MAY-18,502302,-1,33670133,-765293450,986,3171,9988,5445127801,2018-05-31 00:11:31,1006
0,31-MAY-18,502302,-1,33670133,-765293450,986,3171,9988,5445128055,2018-05-31 00:12:00,1006
0,31-MAY-18,502302,-1,33670150,-765293433,986,3171,9988,5445128312,2018-05-31 00:12:29,1006
0,31-MAY-18,502302,-1,33670150,-765293450,986,3171,9988,5445128592,2018-05-31 00:12:58,1006
0,31-MAY-18,502302,-1,33670183,-765293433,986,3171,9988,5445128864,2018-05-31 00:13:27,1006
0,31-MAY-18,502302,-1,33670200,-765293433,986,3171,9988,5445129120,2018-05-31 00:13:56,1006
0,31-MAY-18,502302,-1,33670233,-765293433,986,3171,9988,5445129378,2018-05-31 00:14:25,1006
0,31-MAY-18,502302,-1,33670250,-765293417,986,3171,9988,5445129638,2018-05-31 00:14:57,1006
0,31-MAY-18,502302,31,33670050,-765291067,986,3171,9988,5444337678,2018-05-31 00:15:16,1006
0,31-MAY-18,502302,54,33668767,-765288783,986,3171,9988,5444337726,2018-05-31 00:15:22,1006
0,31-MAY-18,502302,9,33668367,-765287850,986,3171,9988,5444337781,2018-05-31 00:15:28,1006
0,31-MAY-18,502302,29,33667300,-765285467,986,3171,9988,5444337957,2018-05-31 00:15:48,1006
0,31-MAY-18,502302,29,33667467,-765285833,986,3171,9988,5444337956,2018-05-31 00:15:48,1006
0,31-MAY-18,502302,22,33666183,-765283183,986,3171,9988,5444338009,2018-05-31 00:15:55,1006
0,31-MAY-18,502302,220,33659333,-765267850,986,3171,9988,5444338260,2018-05-31 00:16:24,1006
0,31-MAY-18,502302,319,33653650,-765259217,986,3171,9988,5444338508,2018-05-31 00:16:53,1006
0,31-MAY-18,502302,608,33634133,-765245400,986,3171,9988,5444338763,2018-05-31 00:17:22,1006
0,31-MAY-18,502302,836,33610517,-765242650,986,3171,9988,5444339013,2018-05-31 00:17:51,1006
0,31-MAY-18,502302,1085,33589783,-765240183,986,3171,9988,5444339258,2018-05-31 00:18:21,1006
0,31-MAY-18,502302,1329,33569367,-765237867,986,3171,9988,5444339497,2018-05-31 00:18:50,1006
0,31-MAY-18,502302,1534,33549500,-765235400,986,3171,9988,5444339737,2018-05-31 00:19:18,1006
0,31-MAY-18,502302,1804,33525950,-765234533,986,3171,9988,5444339983,2018-05-31 00:19:47,1006
0,31-MAY-18,502302,2029,33504700,-765236400,986,3171,9988,5444340227,2018-05-31 00:20:17,1006
0,31-MAY-18,502302,2280,33483517,-765240033,986,3171,9988,5444340463,2018-05-31 00:20:46,1006
0,31-MAY-18,502302,2478,33463617,-765242133,986,3171,9988,5444340707,2018-05-31 00:21:16,1006
0,31-MAY-18,502302,2723,33445517,-765241133,986,3171,9988,5444340944,2018-05-31 00:21:45,1006
0,31-MAY-18,502302,2923,33463100,-765241317,986,3171,9988,5444341177,2018-05-31 00:22:14,1006
0,31-MAY-18,502302,3165,33487283,-765238217,986,3171,9988,5444341409,2018-05-31 00:22:43,1006
0,31-MAY-18,502302,3470,33512933,-765233933,986,3171,9988,5444341649,2018-05-31 00:23:12,1006
0,31-MAY-18,502302,3698,33535800,-765233267,986,3171,9988,5444341861,2018-05-31 00:23:40,1006
0,31-MAY-18,502302,3883,33543817,-765226583,986,3171,9988,5444342088,2018-05-31 00:24:10,1006
0,31-MAY-18,502302,3982,33543300,-765218017,986,3171,9988,5444342314,2018-05-31 00:24:39,1006
0,31-MAY-18,502302,4076,33543317,-765208833,986,3171,9988,5444342540,2018-05-31 00:25:09,1006
0,31-MAY-18,502302,4192,33547283,-765203517,986,3171,9988,5444342758,2018-05-31 00:25:38,1006
0,31-MAY-18,502302,4331,33561083,-765203383,986,3171,9988,5444342981,2018-05-31 00:26:07,1006
0,31-MAY-18,502302,4482,33574267,-765203633,986,3171,9988,5444343190,2018-05-31 00:26:36,1006
0,31-MAY-18,502302,4609,33585300,-765203533,986,3171,9988,5444343406,2018-05-31 00:27:05,1006
0,31-MAY-18,502302,4609,33585400,-765203500,986,3171,9988,5444343605,2018-05-31 00:27:34,1006
0,31-MAY-18,502302,4626,33586683,-765203617,986,3171,9988,5444343821,2018-05-31 00:28:04,1006
0,31-MAY-18,502302,4735,33587250,-765192333,986,3171,9988,5444344007,2018-05-31 00:28:32,1006
0,31-MAY-18,502302,4976,33586050,-765172283,986,3171,9988,5444344218,2018-05-31 00:29:01,1006
0,31-MAY-18,502302,5162,33584817,-765153300,986,3171,9988,5444344417,2018-05-31 00:29:30,1006
0,31-MAY-18,502302,5369,33584350,-765136333,986,3171,9988,5444344628,2018-05-31 00:29:59,1006
0,31-MAY-18,-1,-1,33584167,-765133883,986,3171,9988,5444344656,2018-05-31 00:30:03,1006
0,31-MAY-18,-1,36,33583867,-765129500,-1,999,-1,5444344724,2018-05-31 00:30:11,1006
0,31-MAY-18,-1,156,33583200,-765119717,-1,999,-1,5444344896,2018-05-31 00:30:37,1006
0,31-MAY-18,-1,194,33582567,-765116117,-1,999,-1,5444344999,2018-05-31 00:30:53,1006
0,31-MAY-18,-1,213,33583900,-765115100,-1,999,-1,5444345228,2018-05-31 00:31:26,1006
0,31-MAY-18,-1,213,33583783,-765115117,-1,999,-1,5444345464,2018-05-31 00:32:01,1006
0,31-MAY-18,-1,222,33584767,-765114650,-1,999,-1,5444345692,2018-05-31 00:32:34,1006
0,31-MAY-18,-1,237,33586083,-765114267,-1,999,-1,5444345891,2018-05-31 00:33:03,1006
0,31-MAY-18,-1,274,33589217,-765114217,-1,999,-1,5444346092,2018-05-31 00:33:32,1006
0,31-MAY-18,-1,274,33589217,-765114250,-1,999,-1,5444346293,2018-05-31 00:34:02,1006
0,31-MAY-18,-1,274,33589217,-765114250,-1,999,-1,5444346487,2018-05-31 00:34:31,1006
0,31-MAY-18,-1,274,33589233,-765114250,-1,999,-1,5444346675,2018-05-31 00:35:00,1006
0,31-MAY-18,-1,274,33589233,-765114250,-1,999,-1,5444346867,2018-05-31 00:35:30,1006
0,31-MAY-18,-1,274,33589250,-765114267,-1,999,-1,5444347054,2018-05-31 00:35:58,1006
0,31-MAY-18,-1,274,33589267,-765114283,-1,999,-1,5444347245,2018-05-31 00:36:27,1006
0,31-MAY-18,-1,274,33589283,-765114283,-1,999,-1,5444347445,2018-05-31 00:36:57,1006
0,31-MAY-18,-1,274,33589283,-765114300,-1,999,-1,5444347647,2018-05-31 00:37:26,1006
0,31-MAY-18,-1,274,33589300,-765114300,-1,999,-1,5444347837,2018-05-31 00:37:55,1006
0,31-MAY-18,-1,274,33589300,-765114300,-1,999,-1,5444348032,2018-05-31 00:38:24,1006
